"","engword","meaning","langgroup","setword"
"6663","craft","intelligence, craft, scheme",NA,"*(loan)"
"6664","craftsman","craftsman",NA,"*(loan)"
"6665","crag","crag",NA,"*(noise)"
"6666","cram","cram, crowd",NA,"*-sek1"
"6667","cram","cram, crowd, be compressed or congested","PWMP ","*isek"
"6668","cram","insert, cram in","PAN","*selsel1"
"6669","cram","plug, stopper; to cram",NA,"*-pel"
"6670","cram","press in, cram, crowd","PMP ","*hasek2"
"6671","cram","press, cram in with force","PWMP ","*hasek-i"
"6672","cram","press, cram in with force","PWMP ","*ma<U+014B>-hasek2"
"6673","cram","to cram, stuff in","PPH","*i-seksek"
"6674","cram","to insert, cram, stuff","PMP","*suksuk-i"
"6675","cram","to press into, force or cram in","PWMP","*ma-ñeksek"
"6676","cram","to stuff, cram in; be crowded","PAN","*seksek1"
"6677","crammed","crammed, forced into an opening, stuff full","PWMP","*pelpel"
"6678","cramping","bruised or cramping, of feet after too much walking","PPH","*tíkal"
"6679","cramps","cramps, stiffening of limbs",NA,"*-ke<U+014B>1"
"6680","cramps","cramps, stiffening of the limbs","PWMP","*kuku<U+014B>"
"6681","cramps","cramps, stiffening of the limbs","PMP","*ke<U+014B>ke<U+014B>2"
"6682","cramps","cramps, stiffening of the limbs, rigor mortis","PMP","*ka<U+014B>ka<U+014B>3"
"6683","cramps","stiff, rigid; cramps",NA,"*-ka<U+014B>3"
"6684","cranium","skull, cranium",NA,"*(noise)"
"6685","crashing","crashing sound",NA,"*(noise)"
"6686","crashing","roar of a current, crashing waves, etc.; moan, groan (as in pain or when near death)","PMP","*huRu<U+014B>"
"6687","crater","cauldron; caldera, volcanic crater (?)","PWMP","*kawaq"
"6688","crave","crave special foods (of pregnant women)","PWMP ","*qidam"
"6689","crave","crave, desire, intensely","PPh ","*hínam"
"6690","crave","miss, crave, long for something","PWMP","*kidam"
"6691","crave","saliva in the mouth; drool; desire, crave, lust for","POC","*ipoR"
"6692","crave","saliva in the mouth; drool; desire, crave, lust for","PMP","*ibeR"
"6693","crave","to crave special foods","PWMP ","*ma<U+014B>-qidam"
"6694","crave","to crave, as food one wants to eat","PPH","*sab(e)lék"
"6695","craving","cravings of a pregnant woman","PWMP ","*<U+014B>idam"
"6696","craving","desiring, craving","PWMP ","*ma-ibeR"
"6697","crawl","crawl","PWMP","*ra<U+014B>kep1"
"6698","crawl","creep, crawl","PMP","*kanap1"
"6699","crawl","creep, crawl","PWMP ","*kama<U+014B>"
"6700","crawl","creep, crawl","PWMP ","*icir"
"6701","crawl","to crawl","POC","*kaRaka"
"6702","crawl","to crawl","POC","*kawar"
"6703","crawling","lots of worms; crawling with worms, extremely wormy","PMP ","*qulej qulej"
"6704","crayfish","shrimp, crayfish, lobster","POC","*qura<U+014B>"
"6705","crayfish","shrimp, crayfish, lobster","PAN","*quda<U+014B>"
"6706","crayfish","slipper lobster; crayfish","POC","*papaba"
"6707","crazy","knock on the head; crazy, insane","PPH","*katúk"
"6708","creak","creak, sound of a cricket","PWMP","*kuriat"
"6709","creak","creak, squeak","PWMP","*kuRiut"
"6710","creak","creak, squeak","PWMP","*kuRiat"
"6711","creak","creaking sound; to creak","PWMP","*kiet"
"6712","creak","shriek, creak, cluck, chuckle",NA,"*-kek"
"6713","creaking","creaking sound; to creak","PWMP","*kiet"
"6714","cream","coconut cream",NA,"*(loan)"
"6715","cream","pounded taro with coconut cream","POC","*moñak1"
"6716","crease","to fold, crease","PPH","*tupíq"
"6717","create","do, make, create, perform; to work; to wager: deed; thing; creation; behavior, conduct, performance; work; a bet; because, on account of, through the action of; need, use for something; necessary; for (benefactive)","PMP","*buhat2"
"6718","create","make, create, invent","POC","*buat"
"6719","create","rub two things together, create friction, as sticks to make fire, or the hands","PMP","*kusu1"
"6720","create","to create","PPH","*lalá<U+014B>"
"6721","created","made, created","POC ","*buat-an"
"6722","created","made, created; thing made or created","PMP ","*buhat-an2"
"6723","created","things that have been made, created objects","PWMP ","*paR-buhat-en"
"6724","creation","do, make, create, perform; to work; to wager: deed; thing; creation; behavior, conduct, performance; work; a bet; because, on account of, through the action of; need, use for something; necessary; for (benefactive)","PMP","*buhat2"
"6725","creature","bird; any flying creature","POC","*manuk"
"6726","credit","to lend, give on credit","PWMP ","*pa-quta<U+014B>"
"6727","creditor","creditor","PWMP ","*paR-quta<U+014B>-an"
"6728","creep","creep, crawl","PMP","*kanap1"
"6729","creep","creep, crawl","PWMP ","*kama<U+014B>"
"6730","creep","creep, crawl","PWMP ","*icir"
"6731","creeper","a jointed creeper which yields fiber used to make cordage and fishnets","POC","*kabe1"
"6732","creeper","a strand creeper, convolvulus","POC ","*pula2"
"6733","creeper","beach creepers, including Ipomoea grandiflora and Ipomoea pes","POC","*puRe2"
"6734","creeper","kind of creeper","PWMP ","*barunus"
"6735","creeper","new shoot of vines or creepers","PPH","*Ra<U+014B>aw1"
"6736","creeper","vine, creeper","POC","*waRoc"
"6737","creeper","vine, creeper","PMP","*waRej"
"6738","creeper","vine, creeper sp.","PWMP ","*itik3"
"6739","creeping","a creeping plant: Hydrocotyle asiatica","PWMP ","*pa<U+014B>gaga"
"6740","creeping","creeping vine that grows on sandy beaches, the beach morning glory: Ipomoea pes","PPH","*balinu"
"6741","creeping","various creeping herbs","PWMP ","*qasin qasin"
"6742","Crescentia","calabash tree: Crescentia spp.","PMP","*bila1"
"6743","crevice","crack, crevice","PPH","*laták"
"6744","crevice","slit, crevice","PMP ","*ma<U+014B>aq"
"6745","cricket","creak, sound of a cricket","PWMP","*kuriat"
"6746","cricket","shrill sound of an insect, probably cricket or cicada","PWMP","*pispis2"
"6747","Crinum","a lily","PAN","*baku<U+014B>1"
"6748","cripple","to cripple, disable someone","PPH","*piláy-en"
"6749","crippled","crippled, lame",NA,"*(loan)"
"6750","crippled","crippled; bent or twisted, of the leg or foot","PAN","*piluk1"
"6751","crippled","lame, crippled","PMP","*ma-pilay"
"6752","crippled","lame, crippled","PAN","*ma-piNay"
"6753","crippled","lame, crippled","PAN","*piNay"
"6754","crippled","lame, crippled",NA,"*(loan)"
"6755","critically","observe closely or critically","PPH","*mata-en"
"6756","criticize","attack from concealment, criticize from a distance","PPH","*libák"
"6757","criticize","curse, hex; to bewitch; to criticize, find fault with","PPH","*pintás"
"6758","croak","bark, croak",NA,"*-ka<U+014B>2"
"6759","croak","hoot, croak","PWMP ","*eka<U+014B>"
"6760","croak","sound of sob, croak, etc.","PMP ","*kuk"
"6761","croaking","make a croaking sound","PMP ","*ekuk"
"6762","crocodile","crocodile","POC","*puqaya"
"6763","crocodile","crocodile","PAN","*buqaya"
"6764","crocodile","crocodile; greedy","PMP","*buqaya"
"6765","crocodile","crocodile; seahorse","PCEMP","*buqaya"
"6766","crocodile","to seize prey in the water, as a crocodile","PPH","*sa(<U+014B>)kab"
"6767","crooked","bend; crooked","POC","*loki"
"6768","crooked","bent, crooked","POC","*piko"
"6769","crooked","bent, crooked","PMP","*pi<U+014B>kaw"
"6770","crooked","bent, crooked","PMP ","*bu<U+014B>kuk"
"6771","crooked","bent, crooked",NA,"*-kuk1"
"6772","crooked","bent, crooked, twisted","PMP","*ma-kiluq"
"6773","crooked","crooked, bent","PWMP ","*bilut"
"6774","crooked","crooked, of limbs; bone fracture","PWMP","*lepuq1"
"6775","crooked","crooked, out of alignment","PWMP","*biqa<U+014B>2"
"6776","crooked","crooked, twisted (of the mouth)","PWMP ","*hiwi<U+0294>"
"6777","crooked","crooked, winding","PWMP ","*kiku<U+0294>"
"6778","crooked","curved, crooked","POC ","*pilolo"
"6779","crooked","curved, crooked, bent","PWMP","*tiku<U+014B>"
"6780","crooked","curved, crooked, bent","PWMP ","*biqu<U+014B>"
"6781","crooked","curved, crooked, bent","PAN","*biqut"
"6782","crooked","harelip; missing or crooked teeth","PPH","*bu<U+014B>iq"
"6783","crooked","to bend, curve; bent, curved, crooked","PMP","*kiluq"
"6784","crooked","twisted or crooked mouth","PPH","*kiwih"
"6785","crop","a tithe, share given for help in harvesting the crops","PPH","*húnus"
"6786","crop","ceremony at planting to insure the well","PWMP ","*buhat1"
"6787","crop","crop, load of fruit","POC","*puat-an1"
"6788","crop","cut something slender or soft; reap crops","PAN","*keRet"
"6789","crop","sharp pointed stick used in planting crops and in husking coconuts; digging stick, coconut husking stick","POC","*kojom"
"6790","crop","to plant root crops, plant cuttings","PPH","*luba<U+014B>2"
"6791","cropland","cropland",NA,"*(noise)"
"6792","cropped","short","PPH","*kibul"
"6793","Cross","a constellation: The Southern Cross","POC ","*bubu1"
"6794","cross","cross a river","PWMP ","*etes2"
"6795","cross","ford a river, cross to the other side (of a river, street, etc.)","PPH","*dákit"
"6796","cross","to cross over, wind around, embrace","PPH","*lambid"
"6797","cross","to pass, cross over to the other side; to be past, of time for an action","PWMP","*lapas"
"6798","cross a body of water","cross a body of water",NA,"*(near)"
"6799","crossbar","crossbar, strut, something to hold things apart","PMP","*seka<U+014B>"
"6800","crossbeam","crossbeam","PAN","*barat1"
"6801","crossbeam","crossbeam","PAN","*baRat1"
"6802","crossbeam","crossbeam","PMP ","*ata<U+014B>3"
"6803","crossbeam","crossbeam in house construction","PPH","*barakílan"
"6804","crossbeam","crossbeam supporting floor",NA,"*(noise)"
"6805","cross-eyed","cross","PWMP","*zuli<U+014B>"
"6806","cross-eyed","cross","POC","*silak2"
"6807","cross-eyed","cross","PPH","*libat"
"6808","cross-eyed","cross","PMP","*zilak"
"6809","cross-eyed","cross",NA,"*-li<U+014B>2"
"6810","cross-eyed","cross","PWMP ","*zeli<U+014B>"
"6811","crossing","link in a chain; joined together, as links in a chain, people in sexual intercourse or marriage; hands joined in crossing pattern in circle dance","PWMP","*kawi<U+014B>"
"6812","cross-lath","bamboo cross","PWMP ","*belit1"
"6813","cross-legged","sit cross",NA,"*(loan)"
"6814","crosspiece","crosspiece","POC","*barabara2"
"6815","crosspiece","thwart, crosspiece","PMP ","*pala<U+014B>1"
"6816","crosspiece","thwart, crosspiece, as one used to restrain person; lie athwart or across","PWMP","*balagbag"
"6817","crossroads","side path, branch or fork in path or stream; take a side path or way; crossroads","PMP","*simpa<U+014B>"
"6818","cross-sibling","cross",NA,"*(near)"
"6819","cross-stick","cross",NA,"*(loan)"
"6820","crosswise","crosswise","POC ","*baRa baRa"
"6821","crosswise","crosswise beam or shelf","POC","*barat1"
"6822","crosswise","crosswise beam or shelf","POC","*baRat, paRat"
"6823","crosswise","crosswise, athwart","PPh","*bala(R)báR"
"6824","crotch","armpit, crotch","PWMP ","*apaqpaq"
"6825","crotch","crotch","PWMP ","*puka<U+014B>"
"6826","crotch","crotch",NA,"*(noise)"
"6827","crotch","crotch, fork of the legs; span, fork of the fingers","POC","*sa<U+014B>a1"
"6828","crotch","crotch, fork of the legs; span, fork of the fingers","PEMP","*sa<U+014B>a1"
"6829","crotch","crotch, space between thighs","PWMP","*laka<U+014B>"
"6830","crotch","groin, crotch","PPh","*hitaq"
"6831","crouching","press into, penetrate; enter crouching; drive in stakes","PMP","*usuk"
"6832","crow","bird sp.; to caw, crow","PAN","*wakwak"
"6833","crow","caw, as a crow; raucous talking of people","PWMP","*gakgak"
"6834","crow","chirp, tweet, crow, produce sound (of birds)","PMP","*huni"
"6835","crow","crow","PPh ","*wáak"
"6836","crow","to chirp, to crow, to sound off (birds)","PMP","*h<um>uni"
"6837","crow","to chirp, to crow, to sound off (birds)","PAN","*S<um>uni"
"6838","crow","to crow, of a rooster","PPH","*tuRauk"
"6839","crow","to crow, of a rooster","PPH","*taRaquk"
"6840","crow","to crow, to caw","PMP","*hekak"
"6841","crow","to crow, to caw","PAN","*Sekak"
"6842","crowd","cram, crowd",NA,"*-sek1"
"6843","crowd","cram, crowd, be compressed or congested","PWMP ","*isek"
"6844","crowd","crowd, push together","PWMP ","*da(<U+014B>)sek"
"6845","crowd","crowd, throng",NA,"*(noise)"
"6846","crowd","crowded; crowd together","POC","*osok"
"6847","crowd","crowded; crowd together","PMP","*esek1"
"6848","crowd","group, crowd, flock, school, bunch, cluster","POC","*putu, butu"
"6849","crowd","group, crowd, flock, school, bunch, cluster","PCEMP","*butu2"
"6850","crowd","lost, as in a crowd or in an unfamilar place","PWMP","*tawtaw"
"6851","crowd","press in, cram, crowd","PMP ","*hasek2"
"6852","crowd","thick, of objects; dense, of crowds","PMP","*tebel2"
"6853","crowd","to press against, crowd in on","PWMP","*sulsul2"
"6854","crowded","crowded","PMP ","*besek"
"6855","crowded","crowded together, packed in tightly","PWMP","*degdeg"
"6856","crowded","crowded with people","PPh","*ma-tau"
"6857","crowded","crowded, compact","PPH","*sedsed2"
"6858","crowded","crowded; crowd together","POC","*osok"
"6859","crowded","crowded; crowd together","PMP","*esek1"
"6860","crowded","crowded; mass of people","POC ","*pu<U+014B>a2"
"6861","crowded","soaked, saturated, full of liquid; crowded or filled to overflowing","PMP","*teReb"
"6862","crowded","stuffed, crowded; blocked, clogged","PWMP","*petpet2"
"6863","crowded","to stuff, cram in; be crowded","PAN","*seksek1"
"6864","crowing","crowing of a rooster","PPH","*taraquk"
"6865","crown","crown of the head","POC","*tubu<U+014B>a"
"6866","crown","fontanel; crown of the head","PWMP ","*ubun (ubun)"
"6867","crown","fontanelle; crown of the head","PMP","*bubun2"
"6868","crown","fontanelle; crown of the head","PAN","*buNbuN"
"6869","crown","top, summit, crown","PAN","*tuktuk2"
"6870","crown","top, summit, crown",NA,"*-tuk4"
"6871","cruel","cruel","PWMP","*ri<U+014B>is2"
"6872","cruel","cruel","PWMP","*ba<U+014B>is"
"6873","cruel","mean, cruel",NA,"*(noise)"
"6874","cruelty","anger, cruelty","PWMP ","*ka-be<U+014B>is-an"
"6875","crumble","brittle, friable; to crumble","PMP ","*repek"
"6876","crumble","crumble","PWMP ","*Rapiq"
"6877","crumble","crumble, break into small pieces","PWMP ","*remay"
"6878","crumble","crumble, fall to bits","PMP","*remuk"
"6879","crumble","crush, pulverize; crumble","PMP ","*remek"
"6880","crumble","crush, pulverize; crumble","PMP ","*Remek"
"6881","crumble","decay, crumble; powder",NA,"*-buk1"
"6882","crumble","decay, crumble; sound of breaking; powder",NA,"*-pek (or *-peqek?)"
"6883","crumble","fall away, crumble (as a wall)","PWMP ","*empas"
"6884","crumble","leak, pour out; loose or crumbling; crumble and fall","POC","*pupus"
"6885","crumble","pulverize; crumble","PAN","*Cumek"
"6886","crumbling","crumbling, eroded; landslide, cave","PPH","*tebág"
"6887","crumbling","crumbling, of wood","PMP ","*Re(m)puk"
"6888","crumbling","leak, pour out; loose or crumbling; crumble and fall","POC","*pupus"
"6889","crumbling","rotten, crumbling","PWMP","*Rapuq1"
"6890","crumbling","rotten, crumbling, pulverized",NA,"*-bek2"
"6891","crumbly","brittle, crumbly","POC","*ropak"
"6892","crumbly","brittle, crumbly, friable","PMP","*re(m)pak"
"6893","crumbly","crumbly, friable","PPH","*ma-dabuk"
"6894","crumbs","crumbs dropped while eating","PPH","*regrég"
"6895","crumbs","crumbs of food that fall on the table or floor","PWMP","*muqmuq"
"6896","crumbs","crumbs of food, esp. rice","PPH","*muhmuh"
"6897","crumbs","crumbs that drop when eating rice","PWMP","*mukmuk"
"6898","crumbs","food crumbs","PCMP ","*buqi1"
"6899","crumenophthalmus","a fish: the big","PMP ","*qatulay"
"6900","crumple","roll or crumple up","PMP ","*lukut"
"6901","crumpled","curled or crumpled up","PMP ","*rekut"
"6902","crunch","beat, crunch, break","PMP ","*kepuk"
